"page","top","left","src","ocr","matched"
"37","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_9.jpg","SANDER BERGE 14-2-1998 | 1,95m 1 88kg PANIRI","NOR 6"
"37","632","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_2.jpg","JORGEN STRAND LARSEN 6+2000 1 1 79kg WOLVERHAMPTONWANDERERSFC(ENG)",""
"37","632","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_13.jpg","FIFA ARON DaNNUM 20-4-1998 1 L78m 1 73kg TOULOUSE FC (FRA)",""
"37","632","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_14.jpg","KRISTOFFER VASSBAKK AJER 17-4-1998 1 196m 1 84 kg","NOR 3"
"37","632","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_10.jpg","TORBJORN HEGGEM 12-1-1999 1 1 90kg BOLOGNA FC 1909 (ITA)",""
"37","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_7.jpg","FIFA OSCAR BOBB 12-7-2003 1 1,75m 1 70kg MANCHESTER CITY FC (ENG)","NOR 10"
"37","908","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_5.jpg","FIFA MARIIN ODEGAARD 17-12-1998 1 1,78m 1 69kg ARSENAL FC (ENG)",""
"37","908","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_12.jpg","ANTONIO NUSA 17-4-2005 1 1 77kg RB LEIPZIG (GER)","NOR 9"
"37","908","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_11.jpg","ANDREAS SCHJELDERUP 1-6-2004 1 1 73kg SL BENFICA (POR)",""
"38","78","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_15.jpg","WORLD cup 3026:",""
"38","78","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_2.jpg","JOE BELL 27-4-1999 1 1 77kg VIKING FK","NZL 7"
"38","78","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_9.jpg","FIFA MICHAEL BOXALL 18-8-1988 | | 94 kg MINNESOTA UNITED FC (USA)","NZL 2"
"38","78","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_11.jpg","FIFA TIM PAVNE 10-1-1994 1 1,79m 1 73kg WELLINGTON PHOENIX FC (NZL)",""
"38","354","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_5.jpg","LIBERATO CACACE 27-9-2000 1,82m 1 66kg WREXHAM AFC (WALI","NZL 3"
"38","354","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_10.jpg","WAN THOMAS 20-12-1994 1 1 60kg",""
"38","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_7.jpg","MATTHEW GARBETT 13-4-2002 1 1,88m 1 82kg PETERBOROUGHUNITEDFC(ENG) F",""
"38","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_13.jpg","CALLUM MCCOWATT 30-4-1999 1 L79m 1 73 kg SILKEBORG IF (DEN)",""
"38","632","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_1.jpg","FRANCIS DE VRIES 28-11-1994 | 198m | 82 kg AUCKLAND FC (NZL) FIFA PANINI",""
"38","632","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_4.jpg","FIFA KOSTA BARBAROUSES 19-2-1990 1 1,nm | 68 kg EASTERN SYDNEY WANDERERS FC (AUS)",""
"38","632","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_3.jpg","JOE BELL 27-4-1999 1 1,82m 1 77kg VIKING FK (NOR) FIFA PANIRI","NZL 7"
"38","632","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_6.jpg","FIFA MARKO STAMENIC 19-2-2002 1 1,88m 1 82kg","NZL 6"
"38","909","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_14.jpg","CHRIS WOOD NOTTINGHAM FOREST FC","NZL 10"
"38","909","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_8.jpg","MAX CROCOMBE 12-8-1993 1 1,94m 1 88kg MILLWALL FC (ENG)","NZL 1"
"38","909","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_12.jpg","FIFA ALEX PAULSEN 4-7-2002 1 1,84m 1 83kg KS LECHIA GDAÑSK (POL)",""
"38","909","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-38_16.jpg","FINN SURMAN 23-9-2003 1 1,90tn | 83 kg PORTLAND TIMBERS (USA)","NZL 5"
"39","0","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-0-0.jpg","FIFA WOR cup 2026",""
"39","0","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-0-1.jpg","",""
"39","0","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-0-2.jpg","BART VERBRUGGEN 18-8-2002 1 1 89kg BRIGHTON & HOVE FC(ENG)","NED 1"
"39","0","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-0-3.jpg","MEMPHIS DEPAV 13-2-1994 | L78m 1 78kg SPORTCLUBCORINTHIANS PAULISTA (BRA)",""
"39","1","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-1-0.jpg","FIFA DOWELL MALEN 19-1-1999 | 1,76m 1 78kg ASTON",""
"39","1","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-1-1.jpg","WOUT WEGHORST 7-8-1992 1 1 AFC AJAX (NED)",""
"39","1","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-1-2.jpg","FIFA JUSTIN KLUIVERT 5-5-1999 | 1.72m 1 66 kg AFC BOURNEMOUTH (ENG)",""
"39","1","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-1-3.jpg","FIFA XAVI SIMONS 21-4-2003 1 179 m | 70 kg TOTTENHAM HOTSPUR FC","NED 8"
"39","2","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-2-0.jpg","FIFA RYAN GRAVENBERCH 16-5-2002 | 1 83kg LIVERPOOL FC","NED 6"
"39","2","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-2-1.jpg","FIFA TIJJANI REIJNDERS 29-7-1998 1 1 82kg MANCHESTER FC(ENG)","NED 5"
"39","2","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-2-2.jpg","FIFA TEUN KOOPMEINERS 28-2-1998 1 183rn 1 77kg JUVENTUS",""
"39","2","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-2-3.jpg","FIFA FRENKIE DE JONG 12-5-1997 1 182rn 1 74kg","NED 7"
"39","3","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-3-0.jpg","FIFA DENZEL DUMFRIES 18-4-1996 | 1 80kg FC INTERNAZIONALEMILANO(ITA)","NED 4"
"39","3","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-3-1.jpg","JAN PAUL VAN HECKE 8-6-2000 1 L89m 1 83kg BRIGHTON & HOVE ALBION FC (ENG)",""
"39","3","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-3-2.jpg","VIRGIL VAN DIJK 8-7-1991 1 1 78kg LIVERPOOL FC (ENG)","NED 2"
"39","3","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-39-3-3.jpg","FIFA MICKY VAN DE VEN 19-4-2001 1 193m 1 81 kg TOTTENHAM HOTSPUR FC","NED 3"
"40","78","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_3.jpg","PANAMÁ",""
"40","78","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_6.jpg","FIFA JOSÉ FAJARDO CD UNIVERSIDAD CATÓLICA (ECU)",""
"40","78","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_9.jpg","FIFA MICHAEL AMIR MURILLO 11-2-1996 1 1 75kg DE MARSEILLE(FRA)","PAN 2"
"40","78","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_8.jpg","PAN A LUIS MEJÍA 16-3-1991 1 1 75kg NACIONAL DE FOOTBALL (URU)",""
"40","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_12.jpg","ANIBAL GODOV 10-2-1990 1 180m 1 74kg SAN DIEGO FC (USA)",""
"40","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_10.jpg","ADALBERTO CARRASQUILLA 28-11-1998 1 1.71m 1 78kg PUMAS UNAM (MEX)","PAN 7"
"40","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_11.jpg","ALBERTO QUINTERO 18-12-1987 1 1,68111 1 60 kg CD PLAZA AMADOR (PANI",""
"40","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_7.jpg","FIFA PANAMÁ JOSÉ LUIS RODRÍGUEZ 19-6-1998 1 1.80m 1 77 kg FC JUÁREZ (MEX)","ESP 5"
"40","632","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_14.jpg","CÉSAR BLACKMAN 2-4-1998 1 1,74111 1 71 kg SK SLOVAN BRATISLAVA (SVK)",""
"40","632","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_13.jpg","CARLOS HARVEV 3-2-2000 1 1 88 kg MINNESOTA UNITED FC (USA)",""
"40","632","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_5.jpg","JOSÉ CÓRDOBA 3-6-2001 1 1,87111 1 81kg NORWICH CITY FC",""
"40","632","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_2.jpg","PANAMA ERIC DAVIS 31-3-1991 1 1,80111 1 78kg CD PLAZA AMADOR (PANI",""
"40","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_4.jpg","PANA M FIDEL ESCOBAR 9-1-1995 1 IB4m 1 74kg DEPORTIVO SAPRISSA (CRCI","PAN 4"
"40","908","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_15.jpg","CRISTIAN MARTÍNEZ 6-2-1997 1 1 79kg HAPOEL KIRVAT SHMONA FC (ISR)","PAN 6"
"40","908","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_1.jpg","PA N AMA ÉDGAR BÁRCENAS 23-10-1993 1 1,75 m 1 75 kg MAZATLÁN (MEX)",""
"40","908","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-40_16.jpg","FIFA VASIL KUSEJ 24-5-2000 1 1,68m 1 63kg SKSLAVIA PRAHA (CZE)",""
"41","78","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_5.jpg","FIFA WORLD CUP 2026 APF",""
"41","78","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_13.jpg","n OMAR ALDERETE 26-12-1996 1 1,88m 1 77kg SUNDERLAND AFC (ENG)","PAR 4"
"41","78","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_2.jpg","ANDRÉS CUBAS 11-5-1996 1 1,63m 1 60kg VANCOUVER WHITECAPSFC","HOST CITY VANCOUVER"
"41","78","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_10.jpg","FIFA JÚNIOR ALONSO 9-2-1993 1 185m 1 83kg CLUBE ATLÉTICO MINEIRO (BRA)",""
"41","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_3.jpg","FIFA ÀNGEL ROMERO 4-7-1992 | 1,76111 | 72kg",""
"41","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_14.jpg","FIFA ORLANDO GILL 11-6-2000 1 1,98111 1 91 kg SAN LORENZO DE ALMAGRO (ARGI","PAR 1"
"41","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_12.jpg","FIFA MIGUEL ALMIRÓN 10-2-1994 | 1,75m 1 70kg ATLANTA UNITED FC(USA)","HOST CITY ATLANTA"
"41","355","654","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_9.jpg","JULIO ENCISO 23-1-2004 1 L73m 1 66kg RC STRASBOURG ALSACE (FRA","PAR 8"
"41","632","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_11.jpg","FIFA APF MATHIAS VILLASANTI 24-1-1997 | L78m 1 68 kg",""
"41","632","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_8.jpg","FIFA JUAN JOSÉ CÁCERES 1-6-2000 1 1 75 kg FK DINAMO MOSKVA (RUS)",""
"41","632","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_6.jpg","FABIÁN BALBUENA 23-8-1991 1 189m 1 88kg GRÉMIO FBPA (BRA",""
"41","632","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_15.jpg","RAMÓN SOSA 31-8-1999 1 1,78111 1 75kg SE PALMEIRAS (BRA)",""
"41","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_1.jpg","ROBERTO FERNÁNDEZ CLUB CERRO",""
"41","908","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_4.jpg","DIEGO GÓMEZ 27-3-2003 | 1,85m 1 77kg",""
"41","908","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_7.jpg","FIFA GUSTAVO GÓMEZ 6-5-1993 1 1 86kg SE PALMEIRAS (BRA)",""
"41","908","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-41_16.jpg","VÁCLAV CERNV 17-10-1997 1 1,82m 1 63 kg",""
"42","0","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-0-0.jpg","FiÉAWORLDCUP20",""
"42","0","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-0-1.jpg","",""
"42","0","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-0-2.jpg","FIFA DIOGO COSTA 19-9-1999 | 1,87m 1 81kg FCPORTO(POR)","POR 1"
"42","0","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-0-3.jpg","FIFA CRISTIANO RONALDO 5-2-1985 1 1 83kg AL-NASSR FC (KSA)","POR 8"
"42","1","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-1-0.jpg","JOAO FÉLIX 10-11-1999 1 1 7Ckg AL-NASSR FC(KSA)",""
"42","1","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-1-1.jpg","FRANCISCO TRINCÁO 29-12-1999 1 1 75kg SPORTING CP (POR) PANINI",""
"42","1","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-1-2.jpg","FIFA JOAO NEVES 27-9-2004 1 174rn I ô6kg PARIS SAINT-GERMAIN FC",""
"42","1","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-1-3.jpg","FIFA VITINHA 13-2-2000 1 1,72m 1 64kg PARIS SAINT-GERMAIN FC (FM)","POR 4"
"42","2","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-2-0.jpg","ROBEN NEVES 13-3-1997 | 1,80m 1 80 kg AL HILAL SAUDI CLUB PANIMI",""
"42","2","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-2-1.jpg","FIFA BRUNO FERNANDES 8-9-1994 1 1 69kg MANCHESTER UNITED FC (ENGI","POR 6"
"42","2","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-2-2.jpg","FIFA BERNARDO SILVA 10-8-1994 1 1 64kg MANCHESTER CITV FC(ENG)","POR 5"
"42","2","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-2-3.jpg","GONÇALO INÁCIO 25-8-2001 1 186r-n 1 82kg SPORTING CP (POR)",""
"42","3","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-3-0.jpg","NUNO MENDES 19-6-2002 1 176m 1 70kg PARIS SAINT-GERMAIN FCIFRA) PANIRI","POR 3"
"42","3","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-3-1.jpg","DIOGO DALOT 184-1999 1 1,83 m | 78 kg MANCHESTER UNITED FC (ENGI PANINI",""
"42","3","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-3-2.jpg","JOÃO CANCELO 27-5-1994 1 L82m 1 72kg AL HILAL SAUDI CLUB (KSA) PANINI",""
"42","3","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-42-3-3.jpg","ROBEN DIAS 14-5-1997 1 L86m | 83 kg MANCHESTER CITV FC(ENG)",""
"43","0","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-0-0.jpg","",""
"43","0","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-0-1.jpg","FIFA",""
"43","0","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-0-2.jpg","",""
"43","0","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-0-3.jpg","",""
"43","1","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-1-0.jpg","JOSÉ SÁ 17-1-1993 1 1 84 kg WOLVERHAMPTON WANDERERS FC (ENG)",""
"43","1","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-1-1.jpg","RAFAEL LEÁo 10-6-1999 1 188 m | 81 kg",""
"43","1","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-1-2.jpg","PEDRO NETO 9-3-2toe I 1 62kg CHELSEA FC (ENG)","POR 10"
"43","1","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-1-3.jpg","GONÇALO RAMOS 20-6-2001 1 L85m 1 79kg PARIS SAINT-GERMAINFC(FRA)",""
"43","2","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-2-0.jpg","",""
"43","2","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-2-1.jpg","",""
"43","2","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-2-2.jpg","",""
"43","2","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-2-3.jpg","",""
"43","3","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-3-0.jpg","",""
"43","3","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-3-1.jpg","",""
"43","3","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-3-2.jpg","",""
"43","3","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-43-3-3.jpg","",""
"44","78","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-44_13.jpg","BOUALEM KHOUKHI 9-7-1990 | 1,80111 | 78kg AL SADD SC (OAT)","QAT 3"
"44","78","237","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-44_11.jpg","ALMOEZ ALI 19-8-1996 1 1,80111 1 68kg AL-OUHAIL SC (OAT)","QAT 11"
"44","78","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-44_12.jpg","ASSIM MADIBO 22-10-1996 1 1 63 kg AL-WAKRAH SC (OAT)","QAT 7"
"44","78","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-44_3.jpg","KARIM BOUDIAF 16-g-lggo I 1 87 kg AL-DUHAIL SC","QAT 6"
"44","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-44_4.jpg","LUCAS MENDES 3-7-1990 1 184 m 1 80 kg AL-WAKRAHSC(OAT)",""
"44","355","237","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-44_10.jpg","FIFA AHMED AL-GANEHI 22-9-2000 | 1,78m 1 74 kg AL-GHARAFA SC(OAT)","QAT 10"
"44","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-44_9.jpg","ABDULAZIZ HATEM 28-10-1990 | L83m 1 76kg AL-RAVVAN SC (OAT)",""
"44","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-44_1.jpg","HASSAN AL-HAVDOS 11-12-1990 1 1,74m 1 62kg AL SADD SC (OAT)",""
"44","631","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-44_7.jpg","SULTAN ALBRAKE 7-4-1996 1 L75m 1 65kg AL-DUHAIL SC (OAT)","QAT 2"
"44","631","237","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-44_8.jpg","FIFA TAREK SALMAN 5-12-1997 1 1,7gm 1 69kg",""
"44","632","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-44_2.jpg","FIFA HOMAM AHMED 25-8-1999 1 188 m 1 79kg AL-DUHAIL SC (OAT)",""
"44","632","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-44_5.jpg","MOHAMMED WAAD 18-9-1999 1 1 68kg AL SADD SC(OAT)",""
"44","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-44_6.jpg","FIFA PEDRO MIGUEL 6-8-1990 | 1,82m 1 73kg AL SADDSC(OAT)","QAT 4"
"45","78","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_3.jpg","m WORtgCUP2026 ecoe",""
"45","78","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_8.jpg","NATHANAÉL MBUKU 16-3-2002 1 L70m 1 68kg MONTPELLIER HÉRAULT SC (FRA)",""
"45","79","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_15.jpg","CÉDRIC BAKAMBU 11-4-1991 1 1,82m 1 73kg REAL BETIS BALOMPIÉ",""
"45","79","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_12.jpg","ARTHUR MASUAKU 7-11-1993 | 179m 1 70kg RC LENS (FRA)","COD 4"
"45","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_4.jpg","FIFA FISTON MAVELE 24-6-1994 | 1,85111 | 82kg PVRAMIDSFC (EGV)",""
"45","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_5.jpg","FIFA JORIS KAVEMBE 8-8-1994 1 1,80m 1 76kg KRC GENK (BEL)",""
"45","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_9.jpg","NGAL'AVEL MUKAU 3-11-2004 | 1,88m | 70 kg LOSC LILLE (FRA) FIFA PAXIMI",""
"45","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_16.jpg","CHANCEL MBEMBA 8-8-1994 1 1 81kg LOSC LILLE (FRA)","COD 5"
"45","631","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_1.jpg","CHARLES PICKEL 15-5-1997 1 1,87 m 1 76 kg RCD ESPANVOL (ESP) PANINI",""
"45","631","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_14.jpg","BRIAN CIPENGA 11-3-1998 1 1 67 kg CD CASTELLÓN (ESP)",""
"45","631","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_6.jpg","LIONEL MPASI 1-8-1994 | IB2m 1 78 kg LE HAVRE AC (FRA)","COD 1"
"45","631","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_13.jpg","ecoe AXEL TUANZEBE 14-11-1997 1 1 75 kg BURNLEV FC (ENG)","COD 3"
"45","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_2.jpg","EDO KAVEMBE 3-6-1998 1 1,83111 1 77kg WATFORDFC(ENG)",""
"45","908","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_7.jpg","ombro MESCHACK ELIA 6-8-1997 1 1,73111 | 67kg ALANYASPOR (TUR)",""
"45","908","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_10.jpg","FIFA YOANE WISSA 3-9-1996 1 1,76m 1 75kg NEWCASTLE UNITED FC(ENG)","COD 10"
"45","908","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-45_11.jpg","AARON WAN-BISSAKA 26-11-1997 1 1,83rn 1 72kg WEST HAM UNITED FC IENG) PANINI","COD 2"
"46","78","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_11.jpg","FIFA WORLD CUP 2026,",""
"46","78","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_3.jpg","FIFA MICHAL SADíLEK 31-5-1999 65kg SK SLAVIA (CZE)",""
"46","78","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_5.jpg","PAVEL SULC 29-12-2000 1 1,77 m 1 76kg","CZE 8"
"46","78","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-46_2.jpg","FIFA MATÉU VVDRA 1-5-1992 1 1,80m 1 74 kg FC VIKTORIA PLZEÑ (CZE)",""
